stimulus	stimulus.lemma	stimulus.freq	in_test	in_cogalex	norm	FIRST	FIRST.count	FIRST.lemma	FIRST.freq	HAPAX	HAPAX.count	HAPAX.lemma	HAPAX.freq	RANDOM	RANDOM.count	RANDOM.lemma	RANDOM.freq
fence	fence_n	167411	FALSE	FALSE	USF	picket	19	picket_n	24626	hop	2	hop_n	55989	cynic	0	cynic_n	12367
festival	festival_z	242427	TRUE	FALSE	USF	party	41	party_n	2125883	celebrate	2	celebrate_v	461346	shoot	0	shoot_v	680561
feud	feud_n	15340	TRUE	FALSE	USF	fight	129	fight_n	438287	crisis	2	crisis_n	556053	contract	0	contract_n	936380
fever	fever_n	85209	TRUE	TRUE	USF	hot	63	hot_j	749308	temperature	2	temperature_n	614454	japanese	0	japanese_j	347791
few	few_j	4457441	FALSE	TRUE	USF	many	66	many_j	9186040	people	2	people_n	14152518	artistic	0	artistic_j	162735
fib	fib_n	2094	FALSE	FALSE	USF	lie	124	lie_v	798116	truth	2	truth_n	972613	guys	0	guy_n	1267613
fiber	fiber_n	92818	TRUE	TRUE	USF	cereal	18	cereal_n	53098	nutrition	2	nutrition_n	110335	racism	0	racism_n	132449
fiction	fiction_n	278888	TRUE	TRUE	USF	book	29	book_n	4210995	space	2	space_n	1807532	park	0	park_n	665681
fiddle	fiddle_n	24144	FALSE	TRUE	USF	violin	41	violin_n	46765	viola	2	viola_z	8200	sane	0	sane_j	36922
field	field_n	1772007	FALSE	TRUE	USF	football	21	football_n	481496	battle	2	battle_n	577175	list	0	list_n	1768282
fierce	fierce_j	70998	FALSE	TRUE	USF	mean	32	mean_v	4153282	scared	2	scare_v	178901	worried	0	worry_v	684185
fig	fig_n	46211	FALSE	TRUE	USF	newton	48	newton_n	2551	dry	2	dry_j	373637	gavel	0	gavel_n	2513
fight	fight_n	438287	FALSE	FALSE	USF	fist	13	fist_n	52659	riot	2	riot_n	94454	sum	0	sum_n	264988
fighter	fighter_n	160410	TRUE	TRUE	USF	boxer	31	boxer_n	37995	fist	2	fist_n	52659	shade	0	shade_n	89692
file	file_n	1409723	FALSE	TRUE	USF	cabinet	35	cabinet_n	151594	secretary	2	secretary_n	213630	fiction	0	fiction_n	278888
fill	fill_v	997151	TRUE	FALSE	USF	empty	46	empty_j	308154	dig	2	dig_v	212573	shrink	0	shrink_v	91634
film	film_n	2190518	FALSE	FALSE	USF	movie	75	movie_n	1104031	video	2	video_n	1011599	wish	0	wish_v	1229015
filth	filth_n	15416	TRUE	FALSE	USF	dirt	104	dirt_n	105920	nasty	2	nasty_j	134637	bicycle	0	bicycle_n	98605
filthy	filthy_j	34410	TRUE	FALSE	USF	dirty	103	dirty_j	168514	mess	2	mess_n	179819	republic	0	republic_n	57708
fin	fin_n	41451	FALSE	TRUE	USF	fish	59	fish_n	710974	finish	2	finish_v	916803	special	0	special_j	1708705
financial	financial_j	1287252	FALSE	TRUE	USF	money	61	money_n	3164186	business	2	business_n	4153653	motor	0	motor_n	299108
find	find_v	9470794	FALSE	FALSE	USF	lose	72	lose_v	2309249	happy	2	happy_j	1280991	belief	0	belief_n	679143
fine	fine_j	911516	FALSE	TRUE	USF	good	16	good_j	14657378	looks	2	look_v	7957212	kitty	0	kitty_z	20647
finger	finger_n	383142	FALSE	TRUE	USF	hand	53	hand_n	2815224	bird	2	bird_n	626727	hide	0	hide_v	475102
fingernail	fingernail_n	12294	FALSE	TRUE	USF	polish	38	polish_j	69205	thumb	2	thumb_n	97135	chemist	0	chemist_n	40496
fingers	finger_n	383142	TRUE	FALSE	USF	hands	67	hand_n	2815224	broken	2	break_v	1509441	lawyer	0	lawyer_n	430370
fire	fire_n	995751	TRUE	TRUE	USF	hot	47	hot_j	749308	extinguisher	2	extinguisher_n	12686	record	0	record_n	1717215
fireman	fireman_n	20470	FALSE	FALSE	USF	fire	20	fire_n	995751	volunteer	2	volunteer_n	365262	conference	0	conference_n	847879
fireplace	fireplace_n	58988	TRUE	FALSE	USF	warm	28	warm_j	476074	flame	2	flame_n	135180	debt	0	debt_n	724507
firm	firm_n	911753	FALSE	FALSE	USF	hard	27	hard_j	2022631	stand	2	stand_v	1711114	mine	0	mine_n	496143
first	first_j	8065915	TRUE	FALSE	USF	last	86	last_j	5396217	place	2	place_n	4947476	songs	0	song_n	1130591
fish	fish_n	710974	TRUE	TRUE	USF	water	26	water_n	2928150	face	2	face_n	1211401	thread	0	thread_n	528062
fishing	fishing_n	254674	FALSE	TRUE	USF	pole	27	pole_n	162504	bass	2	bass_n	166975	flee	0	flee_v	156981
fist	fist_n	52659	TRUE	FALSE	USF	fight	46	fight_n	438287	mad	2	mad_j	172826	remember	0	remember_v	1869627
fit	fit_v	995077	FALSE	TRUE	USF	clothes	12	clothes_n	295067	thin	2	thin_j	275824	salary	0	salary_n	279852
fitness	fitness_n	156233	TRUE	TRUE	USF	healthy	26	healthy_j	615981	strength	2	strength_n	630057	adults	0	adult_n	721735
fix	fix_v	783008	FALSE	FALSE	USF	break	49	break_v	1509441	destroy	2	destroy_v	638283	match	0	match_n	507320
flag	flag_n	327549	FALSE	FALSE	USF	american	39	american_j	1383335	stripe	2	stripe_n	60083	dog	0	dog_n	1284045
flake	flake_n	22050	FALSE	FALSE	USF	corn	39	corn_n	162356	stupid	2	stupid_j	302491	incompetent	0	incompetent_j	37873
flakes	flake_n	22050	FALSE	FALSE	USF	corn	38	corn_n	162356	hair	2	hair_n	652065	coat	0	coat_n	185011
flame	flame_n	135180	TRUE	TRUE	USF	fire	94	fire_n	995751	heat	2	heat_n	525089	housing	0	housing_n	605482
flannel	flannel_n	8240	TRUE	FALSE	USF	shirt	31	shirt_n	190911	cloth	2	cloth_n	118491	integrate	0	integrate_v	279434
flap	flap_n	38515	FALSE	TRUE	USF	wings	11	wing_n	322850	flag	2	flag_n	327549	wedding	0	wedding_n	371927
flash	flash_n	137529	FALSE	FALSE	USF	light	31	light_n	1539253	cube	2	cube_n	51851	capable	0	capable_j	385833
flashlight	flashlight_n	18798	FALSE	TRUE	USF	light	26	light_n	1539253	camera	2	camera_n	844115	round	0	round_n	864264
flask	flask_n	13117	FALSE	TRUE	USF	wine	18	wine_n	446826	beer	2	beer_n	322852	quality	0	quality_n	2013620
flat	flat_j	405062	TRUE	TRUE	USF	tire	22	tire_n	73173	rough	2	rough_j	198030	baking	0	bake_v	178180
flea	flea_n	36630	FALSE	FALSE	USF	dog	53	dog_n	1284045	scratch	2	scratch_n	92396	combination	0	combination_n	502760
flee	flee_v	156981	FALSE	FALSE	USF	run	109	run_v	3835017	fly	2	fly_v	742469	room	0	room_n	2515429
fleet	fleet_n	144777	FALSE	FALSE	USF	ships	76	ship_n	618117	fast	2	fast_r	630657	chair	0	chair_n	514996
flesh	flesh_n	152762	FALSE	FALSE	USF	skin	73	skin_n	571423	color	2	color_n	703363	interest	0	interest_n	2414122
flex	flex_n	12669	FALSE	FALSE	USF	muscle	70	muscle_n	302492	lift	2	lift_v	300025	rope	0	rope_n	123541
flexible	flexible_j	239422	TRUE	TRUE	USF	bend	33	bend_v	143387	loose	2	loose_j	137786	sheriff	0	sheriff_n	45095
flick	flick_n	36156	FALSE	TRUE	USF	movie	42	movie_n	1104031	pick	2	pick_v	1123992	amount	0	amount_n	1616754
flight	flight_n	550219	FALSE	FALSE	USF	airplane	99	airplane_n	72507	aviation	2	aviation_n	61051	bible	0	bible_n	261120
fling	fling_n	6790	TRUE	TRUE	USF	throw	64	throw_v	886832	date	2	date_n	1287992	gold	0	gold_n	390427
flip	flip_v	82470	TRUE	TRUE	USF	flop	21	flop_n	19782	acrobatics	2	acrobatics_n	4333	voodoo	0	voodoo_n	5531
flipper	flipper_n	5100	TRUE	FALSE	USF	dolphin	122	dolphin_z	17191	seal	2	seal_n	130271	walkway	0	walkway_n	24096
float	float_v	135671	FALSE	FALSE	USF	sink	36	sink_n	86913	log	2	log_n	185018	sympathy	0	sympathy_n	123396
flood	flood_n	181750	TRUE	FALSE	USF	water	92	water_n	2928150	dry	2	dry_j	373637	prayer	0	prayer_n	351624
floor	floor_n	879925	TRUE	FALSE	USF	tile	16	tile_n	112145	rug	2	rug_n	41407	protein	0	protein_n	308445
florida	florida_n	5608	FALSE	TRUE	USF	state	26	state_n	3712826	south	2	south_z	1135754	salad	0	salad_n	109233
flour	flour_n	94929	FALSE	FALSE	USF	cake	26	cake_n	233183	salt	2	salt_n	241734	anxiety	0	anxiety_n	193958
flow	flow_n	466361	FALSE	FALSE	USF	river	51	river_n	542048	pour	2	pour_v	227878	trees	0	tree_n	1009693
flower	flower_n	373679	FALSE	FALSE	USF	rose	41	rise_v	896856	tree	2	tree_n	1009693	younger	0	young_j	2512092
flowers	flower_n	373679	FALSE	FALSE	USF	roses	24	rose_n	65617	vase	2	vase_n	23881	rice	0	rice_n	157002
flu	flu_n	86576	FALSE	FALSE	USF	sick	83	sick_j	324637	bug	2	bug_n	227182	negative	0	negative_j	538281
fluffy	fluffy_j	28662	FALSE	FALSE	USF	soft	38	soft_j	393979	sheep	2	sheep_n	148487	useful	0	useful_j	899327
fluid	fluid_j	76963	TRUE	TRUE	USF	water	48	water_n	2928150	car	2	car_n	2850786	officer	0	officer_n	988505
flunk	flunk_v	3512	TRUE	FALSE	USF	fail	90	fail_v	1330566	class	2	class_n	2067442	roof	0	roof_n	330745
flush	flush_j	21407	TRUE	FALSE	USF	toilet	74	toilet_n	208355	soft	2	soft_j	393979	endless	0	endless_j	137341
flute	flute_n	32641	TRUE	FALSE	USF	music	41	music_n	1832723	player	2	player_n	1737110	side	0	side_n	2863432
flutter	flutter_n	6277	FALSE	TRUE	USF	butterfly	27	butterfly_n	76855	feather	2	feather_n	69542	compromise	0	compromise_n	115630
fly	fly_v	742469	FALSE	TRUE	USF	bug	44	bug_n	227182	annoying	2	annoy_v	213730	electricity	0	electricity_n	274793
flying	fly_v	742469	TRUE	TRUE	USF	airplane	66	airplane_n	72507	helicopter	2	helicopter_n	112707	astrology	0	astrology_n	36414
foam	foam_n	64332	TRUE	FALSE	USF	shave	19	shave_v	42666	soft	2	soft_j	393979	nun	0	nun_n	38002
focus	focus_n	685741	FALSE	TRUE	USF	camera	23	camera_n	844115	session	2	session_n	755886	document	0	document_n	1081868
foe	foe_n	44270	FALSE	FALSE	USF	enemy	57	enemy_n	538968	iraq	2	iraq_z	509892	scene	0	scene_n	922514
fog	fog_n	58673	TRUE	TRUE	USF	mist	34	mist_n	42184	blur	2	blur_n	22668	fancy	0	fancy_j	97254
foggy	foggy_j	11477	FALSE	FALSE	USF	unclear	18	unclear_j	97658	scary	2	scary_j	127519	pink	0	pink_j	129186
foil	foil_n	42870	FALSE	FALSE	USF	aluminum	48	aluminum_n	43898	coil	2	coil_n	62544	compound	0	compound_n	146121
fold	fold_n	71172	FALSE	FALSE	USF	paper	29	paper_n	1310625	note	2	note_n	1375476	items	0	item_n	1102432
folder	folder_n	172832	FALSE	TRUE	USF	paper	48	paper_n	1310625	notes	2	note_n	1375476	minded	0	mind_v	362150
follow	follow_v	4144136	TRUE	FALSE	USF	lead	104	lead_v	3212875	walk	2	walk_v	1491121	devil	0	devil_n	106648
follower	follower_n	170839	TRUE	FALSE	USF	leader	92	leader_n	1316480	religion	2	religion_n	699859	entry	0	entry_n	714141
folly	folly_n	35392	FALSE	FALSE	USF	mistake	12	mistake_n	491688	foolish	2	foolish_j	70205	sorry	0	sorry_j	386046
food	food_n	2420360	FALSE	TRUE	USF	eat	73	eat_v	1280233	mouth	2	mouth_n	409218	approve	0	approve_v	524903
fool	fool_n	103317	TRUE	FALSE	USF	idiot	24	idiot_n	132141	trick	2	trick_n	235988	coal	0	coal_n	239459
foolish	foolish_j	70205	FALSE	FALSE	USF	stupid	39	stupid_j	302491	crazy	2	crazy_j	255142	exterior	0	exterior_j	37941
foot	foot_n	1299979	FALSE	FALSE	USF	shoe	33	shoe_n	312773	inch	2	inch_n	462688	bump	0	bump_n	61459
football	football_n	481496	FALSE	TRUE	USF	game	26	game_n	3622416	play	2	play_v	3730278	tension	0	tension_n	215752
forbidden	forbid_v	119402	TRUE	FALSE	USF	fruit	17	fruit_n	447586	unable	2	unable_j	451010	button	0	button_n	519893
force	force_n	1441197	TRUE	TRUE	USF	push	29	push_v	785613	task	2	task_n	784425	wings	0	wing_n	322850
forceful	forceful_j	18458	TRUE	TRUE	USF	strong	17	strong_j	1741015	force	2	force_n	1441197	arrive	0	arrive_v	1014442
forehead	forehead_n	51312	FALSE	TRUE	USF	face	37	face_n	1211401	eyes	2	eye_n	1670060	client	0	client_n	1286915
foreign	foreign_j	677265	FALSE	FALSE	USF	language	19	language_n	1523314	international	2	international_j	1214093	witness	0	witness_n	371776
foresight	foresight_n	17198	TRUE	TRUE	USF	future	21	future_n	1353709	wisdom	2	wisdom_n	233852	strange	0	strange_j	406811
forest	forest_n	399795	TRUE	FALSE	USF	tree	98	tree_n	1009693	dark	2	dark_j	647097	process	0	process_n	2950342
forever	forever_r	244370	FALSE	TRUE	USF	always	40	always_r	3883047	heaven	2	heaven_n	298086	sauce	0	sauce_n	137890
forget	forget_v	867143	TRUE	FALSE	USF	remember	78	remember_v	1869627	remind	2	remind_v	495244	husband	0	husband_n	676705
forgive	forgive_v	158178	FALSE	FALSE	USF	forget	94	forget_v	867143	church	2	church_n	1322101	boats	0	boat_n	509259
fork	fork_n	65486	TRUE	FALSE	USF	spoon	56	spoon_n	48291	utensil	2	utensil_n	18030	mint	0	mint_n	37008
form	form_n	2589823	FALSE	TRUE	USF	shape	29	shape_n	518014	organize	2	organize_v	367407	strong	0	strong_j	1741015
formal	formal_j	352161	TRUE	TRUE	USF	dress	25	dress_n	248225	dinner	2	dinner_n	395652	peaceful	0	peaceful_j	173980
fortune	fortune_n	165005	TRUE	TRUE	USF	money	67	money_n	3164186	magazine	2	magazine_n	519409	soldiers	0	soldier_n	482490
forward	forward_r	1181216	TRUE	FALSE	USF	backward	66	backward_r	32584	onward	2	onward_r	16865	notebook	0	notebook_n	70917
fossil	fossil_j	93764	FALSE	TRUE	USF	dinosaur	33	dinosaur_n	67354	dig	2	dig_v	212573	basketball	0	basketball_n	103938
foul	foul_j	55288	TRUE	TRUE	USF	smell	39	smell_n	131196	gross	2	gross_j	130844	spine	0	spine_n	85792
found	find_v	9470794	TRUE	FALSE	USF	lost	113	lose_v	2309249	dog	2	dog_n	1284045	introduce	0	introduce_v	1040183
foundation	foundation_z	382238	TRUE	FALSE	USF	base	25	base_n	718498	basic	2	basic_j	888179	female	0	female_j	455797
fountain	fountain_n	53389	FALSE	FALSE	USF	water	82	water_n	2928150	penny	2	penny_n	125190	passing	0	pass_v	1790816
fox	fox_n	72524	FALSE	TRUE	USF	hound	32	hound_n	28955	cunning	2	cunning_j	19483	uptown	0	uptown_z	3516
fracture	fracture_n	48576	FALSE	FALSE	USF	break	82	break_v	1509441	pain	2	pain_n	787573	corner	0	corner_n	573187
fragile	fragile_j	67306	FALSE	TRUE	USF	break	32	break_v	1509441	small	2	small_j	3957736	later	0	later_r	2112956
fragrance	fragrance_n	29647	TRUE	FALSE	USF	smell	56	smell_n	131196	sweet	2	sweet_j	322632	cave	0	cave_n	140876
frail	frail_j	19020	TRUE	TRUE	USF	weak	35	weak_j	373511	gentle	2	gentle_j	141639	layer	0	layer_n	410244
frame	frame_n	456825	TRUE	FALSE	USF	picture	120	picture_n	1388704	mind	2	mind_n	1842337	football	0	football_n	481496
france	france_n	8015	FALSE	FALSE	USF	paris	41	paris_z	293790	wine	2	wine_n	446826	presume	0	presume_v	103664
frankenstein	frankenstein_n	401	TRUE	FALSE	USF	monster	85	monster_n	170136	scary	2	scary_j	127519	enlist	0	enlist_v	64773
frantic	frantic_j	25735	TRUE	TRUE	USF	crazy	23	crazy_j	255142	afraid	2	afraid_j	329275	italian	0	italian_j	264176
fraternity	fraternity_n	27538	TRUE	FALSE	USF	sorority	54	sorority_n	6875	frat	2	frat_n	5039	sergeant	0	sergeant_n	26194
fraud	fraud_n	210474	FALSE	TRUE	USF	fake	46	fake_j	108042	scandal	2	scandal_n	114708	rubber	0	rubber_n	123893
fray	fray_n	14167	FALSE	FALSE	USF	tear	16	tear_v	191757	loose	2	loose_j	137786	handsome	0	handsome_j	69324
freak	freak_n	30794	FALSE	TRUE	USF	weird	27	weird_j	180005	nut	2	nut_n	160133	herb	0	herb_n	92853
freckle	freckle_n	3964	FALSE	FALSE	USF	face	69	face_n	1211401	kid	2	kid_n	1247241	taste	0	taste_n	343719
free	free_j	2621555	FALSE	FALSE	USF	bird	8	bird_n	626727	spirit	2	spirit_n	745495	urban	0	urban_j	331098
freedom	freedom_n	693831	TRUE	TRUE	USF	usa	21	usa_n	7822	bondage	2	bondage_n	22050	jogger	0	jogger_n	4579
freeway	freeway_n	18451	TRUE	FALSE	USF	highway	42	highway_n	159241	accident	2	accident_n	451338	horrible	0	horrible_j	154451
freeze	freeze_n	49468	FALSE	TRUE	USF	cold	82	cold_j	573528	burn	2	burn_v	407303	permit	0	permit_v	395162
french	french_j	611830	TRUE	FALSE	USF	fries	33	fries_n	19906	snob	2	snob_n	10776	rooster	0	rooster_n	8023
frequency	frequency_n	286655	TRUE	TRUE	USF	often	23	often_r	2998613	lines	2	line_n	2918436	birth	0	birth_n	500019
frequent	frequent_j	189150	TRUE	FALSE	USF	often	77	often_r	2998613	few	2	few_j	4457441	cell	0	cell_n	1023033
fresh	fresh_j	553628	FALSE	TRUE	USF	new	32	new_j	10419322	good	2	good_j	14657378	disappointed	0	disappoint_v	203924
friar	friar_z	4896	TRUE	FALSE	USF	priest	37	priest_n	250136	rob	2	rob_z	133888	bet	0	bet_v	193628
friday	friday_n	27783	TRUE	TRUE	USF	weekend	41	weekend_n	706267	movie	2	movie_n	1104031	close	0	close_j	1137187
fried	fried_j	32628	TRUE	TRUE	USF	chicken	46	chicken_n	248633	burnt	2	burn_v	407303	hits	0	hit_n	295732
friend	friend_n	2649811	TRUE	TRUE	USF	enemy	38	enemy_n	538968	trust	2	trust_n	435983	representative	0	representative_n	430959
friendliness	friendliness_n	12687	FALSE	FALSE	USF	nice	27	nice_j	1357419	social	2	social_j	2301226	survive	0	survive_v	540691
friendly	friendly_j	521740	FALSE	TRUE	USF	nice	38	nice_j	1357419	dog	2	dog_n	1284045	author	0	author_n	1213294
friends	friend_n	2649811	FALSE	FALSE	USF	family	26	family_n	3782025	important	2	important_j	3229552	tube	0	tube_n	255554
friendship	friendship_n	166928	TRUE	TRUE	USF	love	24	love_v	2404845	important	2	important_j	3229552	details	0	detail_n	1577113
fright	fright_n	13560	TRUE	FALSE	USF	scare	89	scare_v	178901	ghost	2	ghost_n	141436	shopper	0	shopper_n	56784
frightened	frighten_v	59079	TRUE	FALSE	USF	scared	120	scare_v	178901	girl	2	girl_n	1177089	chemistry	0	chemistry_n	131298
frigid	frigid_j	7041	TRUE	FALSE	USF	cold	81	cold_j	573528	air	2	air_n	1167823	expand	0	expand_v	594517
frill	frill_n	7218	TRUE	TRUE	USF	lace	24	lace_n	34095	plain	2	plain_j	215754	span	0	span_n	81642
frisk	frisk_n	1054	FALSE	TRUE	USF	search	30	search_n	1030534	officer	2	officer_n	988505	driver	0	driver_n	851962
frog	frog_n	60131	TRUE	TRUE	USF	toad	39	toad_n	16549	lily	2	lily_n	21418	trustworthy	0	trustworthy_j	30677
front	front_n	1075688	FALSE	FALSE	USF	back	103	back_r	5679680	face	2	face_n	1211401	horror	0	horror_n	223259
frontier	frontier_n	56364	FALSE	TRUE	USF	land	22	land_n	1463197	movie	2	movie_n	1104031	proof	0	proof_n	338335
frost	frost_z	31638	TRUE	FALSE	USF	cold	61	cold_j	573528	white	2	white_j	1207222	advanced	0	advanced_j	345175
frosting	frosting_n	10055	FALSE	FALSE	USF	cake	91	cake_n	233183	hair	2	hair_n	652065	surroundings	0	surroundings_n	91771
frown	frown_n	10258	FALSE	FALSE	USF	smile	67	smile_n	212372	angry	2	angry_j	236016	unclear	0	unclear_j	97658
frozen	frozen_j	71683	TRUE	TRUE	USF	yogurt	30	yogurt_n	29887	snow	2	snow_n	274707	pane	0	pane_n	25531
fruit	fruit_n	447586	TRUE	TRUE	USF	apple	41	apple_n	175727	nut	2	nut_n	160133	oxygen	0	oxygen_n	135671
frustrate	frustrate_v	100591	FALSE	TRUE	USF	annoy	22	annoy_v	213730	bother	2	bother_v	325245	nose	0	nose_n	222202
frustration	frustration_n	129840	FALSE	FALSE	USF	anger	33	anger_n	199456	anxiety	2	anxiety_n	193958	pedal	0	pedal_n	44683
fry	fry_n	26020	TRUE	FALSE	USF	cook	19	cook_z	116599	meat	2	meat_n	342078	assistant	0	assistant_z	132368
fudge	fudge_n	9371	TRUE	FALSE	USF	chocolate	78	chocolate_n	218297	sick	2	sick_j	324637	verb	0	verb_n	68329
fuel	fuel_n	594283	FALSE	FALSE	USF	gas	95	gas_n	739138	fire	2	fire_n	995751	photos	0	photo_n	954419
fugitive	fugitive_j	7417	TRUE	TRUE	USF	criminal	25	criminal_j	405785	illegal	2	illegal_j	376561	advice	0	advice_n	1027256
full	full_j	2642963	TRUE	FALSE	USF	empty	86	empty_j	308154	tank	2	tank_n	488299	supper	0	supper_n	43287
fumes	fume_n	23039	FALSE	TRUE	USF	gas	41	gas_n	739138	chemical	2	chemical_n	349696	terms	0	term_n	2721667
fun	fun_n	1011589	TRUE	TRUE	USF	happy	23	happy_j	1280991	sex	2	sex_n	694125	security	0	security_n	1290850
function	function_n	1113511	FALSE	TRUE	USF	work	23	work_n	6701981	process	2	process_n	2950342	ill	0	ill_j	176914
fund	fund_n	858648	FALSE	FALSE	USF	money	108	money_n	3164186	pay	2	pay_v	3355712	invention	0	invention_n	130959
funeral	funeral_n	82385	FALSE	TRUE	USF	death	77	death_n	1767563	service	2	service_n	5281739	hospital	0	hospital_n	794916
fungi	fungus_n	59459	FALSE	FALSE	USF	mushroom	32	mushroom_n	65659	disgusting	2	disgusting_j	48598	lava	0	lava_n	32137
fungus	fungus_n	59459	TRUE	TRUE	USF	mushroom	19	mushroom_n	65659	moss	2	moss_n	26429	chores	0	chore_n	40391
funny	funny_j	425649	FALSE	TRUE	USF	laugh	52	laugh_v	348053	stupid	2	stupid_j	302491	shop	0	shop_n	915358
fur	fur_n	60397	TRUE	TRUE	USF	coat	48	coat_n	185011	cat	2	cat_n	442868	exit	0	exit_n	165879
furniture	furniture_n	202311	FALSE	TRUE	USF	house	32	house_n	2417783	home	2	home_n	4378069	democratic	0	democratic_j	356744
furry	furry_j	15222	FALSE	TRUE	USF	animal	18	animal_n	944969	hell	2	hell_n	392693	presence	0	presence_n	578224
further	far_j	1448403	TRUE	TRUE	USF	away	25	away_r	3122952	down	2	down_r	5024620	lunch	0	lunch_n	348873
fury	fury_n	33102	FALSE	FALSE	USF	anger	44	anger_n	199456	soft	2	soft_j	393979	shake	0	shake_v	281700
fuse	fuse_n	50139	TRUE	TRUE	USF	box	23	box_n	1044128	short	2	short_j	1742715	general	0	general_j	1385694
fuss	fuss_n	44731	TRUE	TRUE	USF	argue	15	argue_v	945929	bother	2	bother_v	325245	post	0	post_n	1821101
future	future_n	1353709	TRUE	FALSE	USF	past	38	past_j	1336817	now	2	now_r	10097714	formal	0	formal_j	352161
fuzz	fuzz_n	4991	FALSE	FALSE	USF	lint	22	lint_n	4512	fluff	2	fluff_n	13438	meteor	0	meteor_n	24148
fuzzy	fuzzy_j	35722	TRUE	TRUE	USF	bear	28	bear_v	1387487	eyes	2	eye_n	1670060	minutes	0	minute_n	1998201
gag	gag_n	28170	FALSE	TRUE	USF	choke	26	choke_n	15019	spoon	2	spoon_n	48291	bracelet	0	bracelet_n	29209
gain	gain_v	786338	TRUE	FALSE	USF	lose	48	lose_v	2309249	achieve	2	achieve_v	1212271	contemporary	0	contemporary_j	373434
gal	gal_n	26402	FALSE	TRUE	USF	girl	50	girl_n	1177089	person	2	person_n	3018081	open	0	open_j	1569726
galaxy	galaxy_z	58593	FALSE	TRUE	USF	stars	62	star_n	770300	science	2	science_n	1282805	replace	0	replace_v	953811
gallon	gallon_n	91754	FALSE	FALSE	USF	milk	41	milk_n	309733	ton	2	ton_n	252762	disappoint	0	disappoint_v	203924
gallop	gallop_n	6021	TRUE	FALSE	USF	horse	92	horse_n	613231	hop	2	hop_n	55989	argument	0	argument_n	1067733
gamble	gamble_n	21717	FALSE	FALSE	USF	lose	32	lose_v	2309249	poker	2	poker_n	41255	clear	0	clear_j	1798767
games	game_n	3622416	TRUE	FALSE	USF	fun	41	fun_n	1011589	computer	2	computer_n	1384473	journal	0	journal_z	352520
gander	gander_n	4037	FALSE	FALSE	USF	goose	64	goose_n	40301	bird	2	bird_n	626727	width	0	width_n	132115
gang	gang_n	159014	FALSE	TRUE	USF	group	24	group_n	4077506	guys	2	guy_n	1267613	college	0	college_z	727817
gangster	gangster_n	27365	FALSE	FALSE	USF	mob	66	mob_n	64369	gang	2	gang_n	159014	courage	0	courage_n	154550
garage	garage_n	226083	TRUE	FALSE	USF	car	80	car_n	2850786	empty	2	empty_j	308154	once	0	once_r	2561243
garbage	garbage_n	74164	TRUE	FALSE	USF	trash	89	trash_n	66976	rubbish	2	rubbish_n	77186	uniform	0	uniform_n	116576
garden	garden_n	770673	FALSE	TRUE	USF	flower	59	flower_n	373679	memory	2	memory_n	916457	opportunity	0	opportunity_n	2021606
gas	gas_n	739138	TRUE	FALSE	USF	car	59	car_n	2850786	heat	2	heat_n	525089	appear	0	appear_v	2382524
gate	gate_n	279683	FALSE	TRUE	USF	fence	55	fence_n	167411	heaven	2	heaven_n	298086	gum	0	gum_n	50824
gather	gather_v	448940	FALSE	FALSE	USF	collect	48	collect_v	723165	pick	2	pick_v	1123992	board	0	board_n	1114330
gathering	gathering_n	128601	FALSE	TRUE	USF	together	27	together_r	2441610	fun	2	fun_n	1011589	enter	0	enter_v	1267636
gauge	gauge_n	65698	FALSE	TRUE	USF	measure	25	measure_n	851955	judge	2	judge_n	555347	push	0	push_v	785613
gauze	gauze_n	6002	TRUE	TRUE	USF	bandage	30	bandage_n	16066	wrap	2	wrap_v	205672	morse	0	morse_n	5960
gavel	gavel_n	2513	TRUE	FALSE	USF	judge	70	judge_n	555347	street	2	street_z	859996	creative	0	creative_j	506086
gazelle	gazelle_n	3278	FALSE	TRUE	USF	animal	31	animal_n	944969	fast	2	fast_r	630657	weekend	0	weekend_n	706267
gear	gear_n	249378	FALSE	FALSE	USF	car	22	car_n	2850786	move	2	move_v	3004281	chapter	0	chapter_n	542114
geese	goose_n	40301	TRUE	FALSE	USF	ducks	44	duck_n	100252	turkey	2	turkey_n	62898	recycle	0	recycle_v	84130
gem	gem_n	79230	TRUE	FALSE	USF	diamond	56	diamond_z	68510	rock	2	rock_n	636473	curve	0	curve_n	174483
gender	gender_n	272876	FALSE	FALSE	USF	sex	51	sex_n	694125	identity	2	identity_n	516043	battery	0	battery_n	410021
gene	gene_n	327188	FALSE	TRUE	USF	pool	26	pool_n	490540	trait	2	trait_n	124644	speaker	0	speaker_n	456928
general	general_j	1385694	TRUE	FALSE	USF	hospital	18	hospital_n	794916	normal	2	normal_j	847781	self	0	self_n	429925
generous	generous_j	162512	FALSE	FALSE	USF	give	43	give_v	9797395	amount	2	amount_n	1616754	nerves	0	nerve_n	152537
genius	genius_n	127715	TRUE	TRUE	USF	smart	56	smart_j	334395	gifted	2	gifted_j	52053	impossible	0	impossible_j	503283
gentle	gentle_j	141639	TRUE	TRUE	USF	soft	28	soft_j	393979	warm	2	warm_j	476074	conclusion	0	conclusion_n	558550
gentleman	gentleman_n	186064	FALSE	TRUE	USF	lady	48	lady_n	424702	bathroom	2	bathroom_n	298265	crops	0	crop_n	322768
